PlantID,PlantCharacteristicName,PlantCharacteristicValue,PlantCharacteristicCategory,CultivarName,SynonymName
92865,"pH, Minimum",3.7,Growth Requirements,,
92865,"Planting Density per Acre, Maximum",700,Growth Requirements,,
92865,"Planting Density per Acre, Minimum",300,Growth Requirements,,
92865,"Precipitation, Maximum",80,Growth Requirements,,
92865,"Precipitation, Minimum",22,Growth Requirements,,
92865,"Root Depth, Minimum (inches)",40,Growth Requirements,,
92865,Salinity Tolerance,None,Growth Requirements,,
92865,Shade Tolerance,Tolerant,Growth Requirements,,
92865,"Temperature, Minimum (°F)",-47,Growth Requirements,,
92865,Bloom Period,Mid Spring,Reproduction,,
92865,Commercial Availability,Routinely Available,Reproduction,,
92865,Fruit/Seed Abundance,High,Reproduction,,
92865,Fruit/Seed Period Begin,Summer,Reproduction,,
92865,Fruit/Seed Period End,Fall,Reproduction,,
92865,Fruit/Seed Persistence,Yes,Reproduction,,
92865,Propagated by Bare Root,Yes,Reproduction,,
92865,Propagated by Bulb,No,Reproduction,,
92865,Propagated by Container,Yes,Reproduction,,
92865,Propagated by Corm,No,Reproduction,,
92865,Propagated by Cuttings,Yes,Reproduction,,
92865,Propagated by Seed,Yes,Reproduction,,
92865,Propagated by Sod,No,Reproduction,,
92865,Propagated by Sprigs,No,Reproduction,,
92865,Propagated by Tubers,No,Reproduction,,
92865,Seed per Pound,6540,Reproduction,,
92865,Seed Spread Rate,Moderate,Reproduction,,
92865,Seedling Vigor,High,Reproduction,,
92865,Small Grain,No,Reproduction,,
92865,Vegetative Spread Rate,None,Reproduction,,
92865,Berry/Nut/Seed Product,No,Suitability/Use,,
92865,Christmas Tree Product,No,Suitability/Use,,
92865,Fodder Product,No,Suitability/Use,,
92865,Fuelwood Product,High,Suitability/Use,,
92865,Lumber Product,Yes,Suitability/Use,,
92865,Naval Store Product,Yes,Suitability/Use,,
92865,Nursery Stock Product,No,Suitability/Use,,
92865,Palatable Browse Animal,Medium,Suitability/Use,,
92865,Palatable Human,Yes,Suitability/Use,,
92865,Post Product,No,Suitability/Use,,
92865,Pulpwood Product,Yes,Suitability/Use,,
92865,Veneer Product,Yes,Suitability/Use,,
92846,Active Growth Period,Spring and Summer,Morphology/Physiology,,
92846,Bloat,None,Morphology/Physiology,,
92846,C:N Ratio,High,Morphology/Physiology,,
92846,Coppice Potential,Yes,Morphology/Physiology,,
92846,Fall Conspicuous,Yes,Morphology/Physiology,,
92846,Fire Resistant,No,Morphology/Physiology,,
92846,Flower Color,Red,Morphology/Physiology,,
92846,Flower Conspicuous,Yes,Morphology/Physiology,,
92846,Foliage Color,Green,Morphology/Physiology,,
92846,Foliage Porosity Summer,Dense,Morphology/Physiology,,
92846,Foliage Porosity Winter,Porous,Morphology/Physiology,,
92846,Foliage Texture,Medium,Morphology/Physiology,,
92846,Fruit/Seed Color,Red,Morphology/Physiology,,
92846,Fruit/Seed Conspicuous,Yes,Morphology/Physiology,,
92846,Growth Form,Single Stem,Morphology/Physiology,,
92846,Growth Rate,Rapid,Morphology/Physiology,,
92846,"Height at 20 Years, Maximum (feet)",35,Morphology/Physiology,,
92846,"Height, Mature (feet)",68.0,Morphology/Physiology,,
92846,Known Allelopath,No,Morphology/Physiology,,
92846,Leaf Retention,No,Morphology/Physiology,,
92846,Lifespan,Short,Morphology/Physiology,,
92846,Low Growing Grass,No,Morphology/Physiology,,
92846,Nitrogen Fixation,None,Morphology/Physiology,,
92846,Resprout Ability,Yes,Morphology/Physiology,,
92846,Shape and Orientation,Rounded,Morphology/Physiology,,
92846,Toxicity,Slight,Morphology/Physiology,,
92846,Adapted to Coarse Textured Soils,Yes,Growth Requirements,,
92846,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
92846,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
92846,Anaerobic Tolerance,Medium,Growth Requirements,,
92846,CaCO3 Tolerance,High,Growth Requirements,,
92846,Cold Stratification Required,No,Growth Requirements,,
92846,Drought Tolerance,Medium,Growth Requirements,,
92846,Fertility Requirement,Medium,Growth Requirements,,
92846,Fire Tolerance,Low,Growth Requirements,,
92846,"Frost Free Days, Minimum",80,Growth Requirements,,
92846,Hedge Tolerance,Low,Growth Requirements,,
92846,Moisture Use,High,Growth Requirements,,
92846,"pH, Maximum",7.3,Growth Requirements,,
92846,"pH, Minimum",4.7,Growth Requirements,,
92846,"Planting Density per Acre, Maximum",1200,Growth Requirements,,
92846,"Planting Density per Acre, Minimum",170,Growth Requirements,,
92846,"Precipitation, Maximum",80,Growth Requirements,,
92846,"Precipitation, Minimum",25,Growth Requirements,,
92846,"Root Depth, Minimum (inches)",30,Growth Requirements,,
92846,Salinity Tolerance,None,Growth Requirements,,
92846,Shade Tolerance,Intermediate,Growth Requirements,,
92846,"Temperature, Minimum (°F)",-47,Growth Requirements,,
92846,Bloom Period,Early Spring,Reproduction,,
92846,Commercial Availability,Routinely Available,Reproduction,,
92846,Fruit/Seed Abundance,High,Reproduction,,
92846,Fruit/Seed Period Begin,Spring,Reproduction,,
92846,Fruit/Seed Period End,Spring,Reproduction,,
92846,Fruit/Seed Persistence,No,Reproduction,,
92846,Propagated by Bare Root,Yes,Reproduction,,
92846,Propagated by Bulb,No,Reproduction,,
92846,Propagated by Container,Yes,Reproduction,,
92846,Propagated by Corm,No,Reproduction,,
92846,Propagated by Cuttings,No,Reproduction,,
92846,Propagated by Seed,Yes,Reproduction,,
92846,Propagated by Sod,No,Reproduction,,
92846,Propagated by Sprigs,No,Reproduction,,
92846,Propagated by Tubers,No,Reproduction,,
92846,Seed per Pound,22720,Reproduction,,
92846,Seed Spread Rate,Moderate,Reproduction,,
92846,Seedling Vigor,Medium,Reproduction,,
92846,Small Grain,No,Reproduction,,
92846,Vegetative Spread Rate,None,Reproduction,,
92846,Berry/Nut/Seed Product,No,Suitability/Use,,
92846,Christmas Tree Product,No,Suitability/Use,,
92846,Fodder Product,No,Suitability/Use,,
92846,Fuelwood Product,Medium,Suitability/Use,,
92846,Lumber Product,Yes,Suitability/Use,,
92846,Naval Store Product,No,Suitability/Use,,
92846,Nursery Stock Product,Yes,Suitability/Use,,
92846,Palatable Browse Animal,Medium,Suitability/Use,,
92846,Palatable Graze Animal,Low,Suitability/Use,,
92846,Palatable Human,Yes,Suitability/Use,,
92846,Post Product,No,Suitability/Use,,
92846,Protein Potential,Low,Suitability/Use,,
92846,Pulpwood Product,Yes,Suitability/Use,,
92846,Veneer Product,Yes,Suitability/Use,,
92860,Active Growth Period,Spring and Summer,Morphology/Physiology,,
92860,Bloat,None,Morphology/Physiology,,
92860,C:N Ratio,High,Morphology/Physiology,,
92860,Coppice Potential,Yes,Morphology/Physiology,,
92860,Fall Conspicuous,Yes,Morphology/Physiology,,
92860,Fire Resistant,No,Morphology/Physiology,,
92860,Flower Color,Yellow,Morphology/Physiology,,
92860,Flower Conspicuous,Yes,Morphology/Physiology,,
92860,Foliage Color,Green,Morphology/Physiology,,
92860,Foliage Porosity Summer,Dense,Morphology/Physiology,,
92860,Foliage Porosity Winter,Porous,Morphology/Physiology,,
92860,Foliage Texture,Medium,Morphology/Physiology,,
92860,Fruit/Seed Color,Brown,Morphology/Physiology,,
92860,Fruit/Seed Conspicuous,Yes,Morphology/Physiology,,
92860,Growth Form,Single Stem,Morphology/Physiology,,
92860,Growth Rate,Rapid,Morphology/Physiology,,
92860,"Height at 20 Years, Maximum (feet)",45,Morphology/Physiology,,
92860,"Height, Mature (feet)",90.0,Morphology/Physiology,,
92860,Known Allelopath,No,Morphology/Physiology,,
92860,Leaf Retention,No,Morphology/Physiology,,
92860,Lifespan,Moderate,Morphology/Physiology,,
92860,Low Growing Grass,No,Morphology/Physiology,,
92860,Nitrogen Fixation,None,Morphology/Physiology,,
92860,Resprout Ability,Yes,Morphology/Physiology,,
92860,Shape and Orientation,Rounded,Morphology/Physiology,,
92860,Toxicity,None,Morphology/Physiology,,
92860,Adapted to Coarse Textured Soils,Yes,Growth Requirements,,
92860,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
92860,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
92860,Anaerobic Tolerance,High,Growth Requirements,,
92860,CaCO3 Tolerance,Medium,Growth Requirements,,
92860,Cold Stratification Required,No,Growth Requirements,,
92860,Drought Tolerance,Low,Growth Requirements,,
92860,Fertility Requirement,Low,Growth Requirements,,
92860,Fire Tolerance,Low,Growth Requirements,,
92860,"Frost Free Days, Minimum",120,Growth Requirements,,
92860,Hedge Tolerance,None,Growth Requirements,,
92860,Moisture Use,Medium,Growth Requirements,,
92860,"pH, Maximum",7.3,Growth Requirements,,
92860,"pH, Minimum",4.0,Growth Requirements,,
92860,"Planting Density per Acre, Maximum",700,Growth Requirements,,
92860,"Planting Density per Acre, Minimum",170,Growth Requirements,,
92860,"Precipitation, Maximum",70,Growth Requirements,,
92860,"Precipitation, Minimum",20,Growth Requirements,,
92860,"Root Depth, Minimum (inches)",32,Growth Requirements,,
92860,Salinity Tolerance,Low,Growth Requirements,,
92860,Shade Tolerance,Intermediate,Growth Requirements,,
92860,"Temperature, Minimum (°F)",-47,Growth Requirements,,
92860,Bloom Period,Early Spring,Reproduction,,
92860,Commercial Availability,Routinely Available,Reproduction,,
92860,Fruit/Seed Abundance,High,Reproduction,,
92860,Fruit/Seed Period Begin,Summer,Reproduction,,
92860,Fruit/Seed Period End,Fall,Reproduction,,
92860,Fruit/Seed Persistence,No,Reproduction,,
92860,Propagated by Bare Root,Yes,Reproduction,,
92860,Propagated by Bulb,No,Reproduction,,
92860,Propagated by Container,Yes,Reproduction,,
92860,Propagated by Corm,No,Reproduction,,
92860,Propagated by Cuttings,Yes,Reproduction,,
92860,Propagated by Seed,Yes,Reproduction,,
92860,Propagated by Sod,No,Reproduction,,
92860,Propagated by Sprigs,No,Reproduction,,
92860,Propagated by Tubers,No,Reproduction,,
92860,Seed per Pound,1610,Reproduction,,
92860,Seed Spread Rate,Slow,Reproduction,,
92860,Seedling Vigor,Low,Reproduction,,
92860,Small Grain,No,Reproduction,,
92860,Vegetative Spread Rate,None,Reproduction,,
92860,Berry/Nut/Seed Product,No,Suitability/Use,,
92860,Christmas Tree Product,No,Suitability/Use,,
92860,Fodder Product,No,Suitability/Use,,
92860,Fuelwood Product,Medium,Suitability/Use,,
92860,Lumber Product,Yes,Suitability/Use,,
92860,Naval Store Product,No,Suitability/Use,,
92860,Nursery Stock Product,Yes,Suitability/Use,,
92860,Palatable Browse Animal,Low,Suitability/Use,,
92860,Palatable Graze Animal,Low,Suitability/Use,,
92860,Palatable Human,Yes,Suitability/Use,,
92860,Post Product,No,Suitability/Use,,
92860,Protein Potential,Low,Suitability/Use,,
92860,Pulpwood Product,No,Suitability/Use,,
92860,Veneer Product,Yes,Suitability/Use,,
31206,Active Growth Period,Spring,Morphology/Physiology,,
31206,After Harvest Regrowth Rate,Moderate,Morphology/Physiology,,
31206,Bloat,Low,Morphology/Physiology,,
31206,C:N Ratio,Medium,Morphology/Physiology,,
31206,Coppice Potential,No,Morphology/Physiology,,
31206,Fall Conspicuous,No,Morphology/Physiology,,
31206,Fire Resistant,No,Morphology/Physiology,,
31206,Flower Color,White,Morphology/Physiology,,
31206,Flower Conspicuous,Yes,Morphology/Physiology,,
31206,Foliage Color,Green,Morphology/Physiology,,
31206,Foliage Porosity Summer,Porous,Morphology/Physiology,,
31206,Foliage Porosity Winter,Porous,Morphology/Physiology,,
31206,Foliage Texture,Fine,Morphology/Physiology,,
31206,Fruit/Seed Color,Brown,Morphology/Physiology,,
31206,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
31206,Growth Form,Rhizomatous,Morphology/Physiology,,
31206,Growth Rate,Moderate,Morphology/Physiology,,
31206,"Height, Mature (feet)",3.0,Morphology/Physiology,,
31206,Known Allelopath,No,Morphology/Physiology,,
31206,Leaf Retention,No,Morphology/Physiology,,
31206,Lifespan,Moderate,Morphology/Physiology,,
31206,Low Growing Grass,No,Morphology/Physiology,,
31206,Nitrogen Fixation,None,Morphology/Physiology,,
31206,Resprout Ability,No,Morphology/Physiology,,
31206,Shape and Orientation,Erect,Morphology/Physiology,,
31206,Toxicity,Slight,Morphology/Physiology,,
31206,Adapted to Coarse Textured Soils,No,Growth Requirements,,
31206,Adapted to Fine Textured Soils,No,Growth Requirements,,
31206,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
31206,Anaerobic Tolerance,None,Growth Requirements,,
31206,CaCO3 Tolerance,Medium,Growth Requirements,,
31206,Cold Stratification Required,No,Growth Requirements,,
31206,Drought Tolerance,Medium,Growth Requirements,,
31206,Fertility Requirement,Medium,Growth Requirements,,
31206,Fire Tolerance,High,Growth Requirements,,
31206,"Frost Free Days, Minimum",120,Growth Requirements,,
31206,Hedge Tolerance,None,Growth Requirements,,
31206,Moisture Use,Medium,Growth Requirements,,
31206,"pH, Maximum",8.0,Growth Requirements,,
31206,"pH, Minimum",6.0,Growth Requirements,,
31206,"Planting Density per Acre, Maximum",19000,Growth Requirements,,
31206,"Planting Density per Acre, Minimum",4800,Growth Requirements,,
31206,"Precipitation, Maximum",60,Growth Requirements,,
31206,"Precipitation, Minimum",8,Growth Requirements,,
31206,"Root Depth, Minimum (inches)",8,Growth Requirements,,
31206,Salinity Tolerance,Low,Growth Requirements,,
31206,Shade Tolerance,Intermediate,Growth Requirements,,
31206,"Temperature, Minimum (°F)",-38,Growth Requirements,,
31206,Bloom Period,Early Summer,Reproduction,,
31206,Commercial Availability,Routinely Available,Reproduction,,
31206,Fruit/Seed Abundance,Medium,Reproduction,,
31206,Fruit/Seed Period Begin,Summer,Reproduction,,
31206,Fruit/Seed Period End,Summer,Reproduction,,
31206,Fruit/Seed Persistence,Yes,Reproduction,,
31206,Propagated by Bare Root,No,Reproduction,,
31206,Propagated by Bulb,No,Reproduction,,
31206,Propagated by Container,Yes,Reproduction,,
31206,Propagated by Corm,No,Reproduction,,
31206,Propagated by Cuttings,No,Reproduction,,
31206,Propagated by Seed,Yes,Reproduction,,
31206,Propagated by Sod,No,Reproduction,,
31206,Propagated by Sprigs,Yes,Reproduction,,
31206,Propagated by Tubers,No,Reproduction,,
31206,Seed per Pound,2852012,Reproduction,,
31206,Seed Spread Rate,Slow,Reproduction,,
31206,Seedling Vigor,Low,Reproduction,,
31206,Small Grain,No,Reproduction,,
31206,Vegetative Spread Rate,Slow,Reproduction,,
31206,Berry/Nut/Seed Product,No,Suitability/Use,,
31206,Christmas Tree Product,No,Suitability/Use,,
31206,Fodder Product,No,Suitability/Use,,
31206,Lumber Product,No,Suitability/Use,,
31206,Naval Store Product,No,Suitability/Use,,
31206,Nursery Stock Product,Yes,Suitability/Use,,
31206,Palatable Browse Animal,Medium,Suitability/Use,,
31206,Palatable Graze Animal,Low,Suitability/Use,,
31206,Palatable Human,No,Suitability/Use,,
31206,Post Product,No,Suitability/Use,,
31206,Protein Potential,Low,Suitability/Use,,
31206,Pulpwood Product,No,Suitability/Use,,
31206,Veneer Product,No,Suitability/Use,,
31417,Active Growth Period,Spring and Summer,Morphology/Physiology,,
31417,After Harvest Regrowth Rate,Moderate,Morphology/Physiology,,
31417,Bloat,None,Morphology/Physiology,,
31417,C:N Ratio,Medium,Morphology/Physiology,,
31417,Coppice Potential,No,Morphology/Physiology,,
31417,Fall Conspicuous,No,Morphology/Physiology,,
31417,Fire Resistant,No,Morphology/Physiology,,
31417,Flower Color,Yellow,Morphology/Physiology,,
31417,Flower Conspicuous,Yes,Morphology/Physiology,,
31417,Foliage Color,Green,Morphology/Physiology,,
31417,Foliage Porosity Summer,Porous,Morphology/Physiology,,
31417,Foliage Porosity Winter,Porous,Morphology/Physiology,,
31417,Foliage Texture,Medium,Morphology/Physiology,,
31417,Fruit/Seed Color,Brown,Morphology/Physiology,,
31417,Fruit/Seed Conspicuous,Yes,Morphology/Physiology,,
31417,Growth Form,Single Crown,Morphology/Physiology,,
31417,Growth Rate,Rapid,Morphology/Physiology,,
31417,"Height, Mature (feet)",1.0,Morphology/Physiology,,
31417,Known Allelopath,No,Morphology/Physiology,,
31417,Leaf Retention,No,Morphology/Physiology,,
31417,Lifespan,Short,Morphology/Physiology,,
31417,Low Growing Grass,No,Morphology/Physiology,,
31417,Nitrogen Fixation,None,Morphology/Physiology,,
31417,Resprout Ability,No,Morphology/Physiology,,
31417,Shape and Orientation,Decumbent,Morphology/Physiology,,
31417,Toxicity,None,Morphology/Physiology,,
31417,Adapted to Coarse Textured Soils,Yes,Growth Requirements,,
31417,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
31417,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
31417,Anaerobic Tolerance,None,Growth Requirements,,
31417,CaCO3 Tolerance,Medium,Growth Requirements,,
31417,Cold Stratification Required,No,Growth Requirements,,
31417,Drought Tolerance,Medium,Growth Requirements,,
31417,Fertility Requirement,Low,Growth Requirements,,
31417,Fire Tolerance,Medium,Growth Requirements,,
31417,"Frost Free Days, Minimum",120,Growth Requirements,,
31417,Hedge Tolerance,Medium,Growth Requirements,,
31417,Moisture Use,Medium,Growth Requirements,,
31417,"pH, Maximum",8.0,Growth Requirements,,
31417,"pH, Minimum",6.0,Growth Requirements,,
31417,"Precipitation, Maximum",69,Growth Requirements,,
31417,"Precipitation, Minimum",10,Growth Requirements,,
31417,"Root Depth, Minimum (inches)",6,Growth Requirements,,
31417,Salinity Tolerance,None,Growth Requirements,,
31417,Shade Tolerance,Intolerant,Growth Requirements,,
31417,"Temperature, Minimum (°F)",-33,Growth Requirements,,
31417,Bloom Period,Mid Spring,Reproduction,,
31417,Commercial Availability,No Known Source,Reproduction,,
31417,Fruit/Seed Abundance,High,Reproduction,,
31417,Fruit/Seed Period Begin,Summer,Reproduction,,
31417,Fruit/Seed Period End,Fall,Reproduction,,
31417,Fruit/Seed Persistence,No,Reproduction,,
31417,Propagated by Bare Root,No,Reproduction,,
31417,Propagated by Bulb,No,Reproduction,,
31417,Propagated by Container,No,Reproduction,,
31417,Propagated by Corm,No,Reproduction,,
31417,Propagated by Cuttings,No,Reproduction,,
31417,Propagated by Seed,Yes,Reproduction,,
31417,Propagated by Sod,No,Reproduction,,
31417,Propagated by Sprigs,No,Reproduction,,
31417,Propagated by Tubers,No,Reproduction,,
31417,Seed per Pound,560000,Reproduction,,
31417,Seed Spread Rate,Moderate,Reproduction,,
31417,Seedling Vigor,High,Reproduction,,
31417,Small Grain,No,Reproduction,,
31417,Vegetative Spread Rate,None,Reproduction,,
31417,Berry/Nut/Seed Product,No,Suitability/Use,,
31417,Christmas Tree Product,No,Suitability/Use,,
