Symbol,Scientific Name,Common Name,Genus,Species
CYAN2,Cypripedium ×andrewsii A.M. Fuller [candidum × parviflorum],hybrid ladyslipper,Cypripedium,×andrewsii
CYAC3,Cypripedium acaule Aiton,moccasin flower,Cypripedium,acaule
CYAR5,Cypripedium arietinum W.T. Aiton,ram's head lady's slipper,Cypripedium,arietinum
CYCA5,Cypripedium candidum Muhl. ex Willd.,white lady's slipper,Cypripedium,candidum
CYPA19,Cypripedium parviflorum Salisb.,lesser yellow lady's slipper,Cypripedium,parviflorum
CYPAM3,Cypripedium parviflorum Salisb. var. makasin (Farw.) Sheviak,greater yellow lady's slipper,Cypripedium,parviflorum
CYRE6,Cypripedium reginae Walter,showy lady's slipper,Cypripedium,reginae
CYBU3,Cystopteris bulbifera (L.) Bernh.,bulblet bladderfern,Cystopteris,bulbifera
CYFR2,Cystopteris fragilis (L.) Bernh.,brittle bladderfern,Cystopteris,fragilis
CYLA4,Cystopteris laurentiana (Weath.) Blasdell,St. Lawrence bladderfern,Cystopteris,laurentiana
CYPR4,Cystopteris protrusa (Weath.) Blasdell,lowland bladderfern,Cystopteris,protrusa
CYTE7,Cystopteris tenuis (Michx.) Desv.,upland brittle bladderfern,Cystopteris,tenuis
DAVI6,"Dactylorhiza viridis (L.) R.M. Bateman, A.M. Pridgeon & M.W. Chase",longbract frog orchid,Dactylorhiza,viridis
DALE3,Dalea leporina (Aiton) Bullock,foxtail prairie clover,Dalea,leporina
DAPU5,Dalea purpurea Vent.,purple prairie clover,Dalea,purpurea
DAVI,Dalea villosa (Nutt.) Spreng.,silky prairie clover,Dalea,villosa
DARE,Dalibarda repens L.,robin runaway,Dalibarda,repens
DACO,Danthonia compressa Austin,flattened oatgrass,Danthonia,compressa
DAIN,Danthonia intermedia Vasey,timber oatgrass,Danthonia,intermedia
DASP2,Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.,poverty oatgrass,Danthonia,spicata
DAFR6,Dasiphora fruticosa (L.) Rydb.,shrubby cinquefoil,Dasiphora,fruticosa
DAMA,Dasistoma macrophylla (Nutt.) Raf.,mullein foxglove,Dasistoma,macrophylla
DAWR2,Datura wrightii Regel,sacred thorn-apple,Datura,wrightii
DEVE,Decodon verticillatus (L.) Elliott,swamp loosestrife,Decodon,verticillatus
DEPU2,Dennstaedtia punctilobula (Michx.) T. Moore,eastern hayscented fern,Dennstaedtia,punctilobula
DEAC4,Deparia acrostichoides (Sw.) M. Kato,silver false spleenwort,Deparia,acrostichoides
DECE,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Deschampsia,cespitosa
DEFL,Deschampsia flexuosa (L.) Trin.,wavy hairgrass,Deschampsia,flexuosa
DEPI,Descurainia pinnata (Walter) Britton,western tansymustard,Descurainia,pinnata
DECA7,Desmodium canadense (L.) DC.,showy ticktrefoil,Desmodium,canadense
DECA8,Desmodium canescens (L.) DC.,hoary ticktrefoil,Desmodium,canescens
DECI,Desmodium ciliare (Muhl. ex Willd.) DC.,hairy small-leaf ticktrefoil,Desmodium,ciliare
DECU,Desmodium cuspidatum (Muhl. ex Willd.) DC. ex D. Don,largebract ticktrefoil,Desmodium,cuspidatum
DEGL4,Desmodium glabellum (Michx.) DC.,Dillenius' ticktrefoil,Desmodium,glabellum
DEGL5,Desmodium glutinosum (Muhl. ex Willd.) Alph. Wood,pointedleaf ticktrefoil,Desmodium,glutinosum
DEIL2,Desmodium illinoense A. Gray,Illinois ticktrefoil,Desmodium,illinoense
DEMA2,Desmodium marilandicum (L.) DC.,smooth small-leaf ticktrefoil,Desmodium,marilandicum
DENU4,Desmodium nudiflorum (L.) DC.,nakedflower ticktrefoil,Desmodium,nudiflorum
DEOB5,Desmodium obtusum (Muhl. ex Willd.) DC.,stiff ticktrefoil,Desmodium,obtusum
DEPA6,Desmodium paniculatum (L.) DC.,panicledleaf ticktrefoil,Desmodium,paniculatum
DEPE80,Desmodium perplexum B.G. Schub.,perplexed ticktrefoil,Desmodium,perplexum
DERO3,Desmodium rotundifolium DC.,prostrate ticktrefoil,Desmodium,rotundifolium
DESE,Desmodium sessilifolium (Torr.) Torr. & A. Gray,sessileleaf ticktrefoil,Desmodium,sessilifolium
DIAM,Diarrhena americana P. Beauv.,American beakgrain,Diarrhena,americana
DIOB3,Diarrhena obovata (Gleason) Brandenburg,obovate beakgrain,Diarrhena,obovata
DICA,Dicentra canadensis (Goldie) Walp.,squirrel corn,Dicentra,canadensis
DICU,Dicentra cucullaria (L.) Bernh.,dutchman's breeches,Dicentra,cucullaria
DIEX,Dicentra eximia (Ker Gawl.) Torr.,turkey corn,Dicentra,eximia
DIAC2,Dichanthelium acuminatum (Sw.) Gould & C.A. Clark,tapered rosette grass,Dichanthelium,acuminatum
DIACF,Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. fasciculatum (Torr.) Freckmann,western panicgrass,Dichanthelium,acuminatum
DIACL,Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. lindheimeri (Nash) Gould & C.A. Clark,Lindheimer panicgrass,Dichanthelium,acuminatum
DIBO,Dichanthelium boreale (Nash) Freckmann,northern panicgrass,Dichanthelium,boreale
DICL,Dichanthelium clandestinum (L.) Gould,deertongue,Dichanthelium,clandestinum
DICO2,Dichanthelium commutatum (Schult.) Gould,variable panicgrass,Dichanthelium,commutatum
DIDE4,Dichanthelium depauperatum (Muhl.) Gould,starved panicgrass,Dichanthelium,depauperatum
DIDI6,Dichanthelium dichotomum (L.) Gould,cypress panicgrass,Dichanthelium,dichotomum
DILA8,Dichanthelium latifolium (L.) Gould & C.A. Clark,broadleaf rosette grass,Dichanthelium,latifolium
DILE2,Dichanthelium leibergii (Vasey) Freckmann,Leiberg's panicum,Dichanthelium,leibergii
DILI2,Dichanthelium linearifolium (Scribn. ex Nash) Gould,slimleaf panicgrass,Dichanthelium,linearifolium
DILO4,Dichanthelium longiligulatum (Nash) Freckmann,coastal plain panicgrass,Dichanthelium,longiligulatum
DIME2,Dichanthelium meridionale (Ashe) Freckmann,matting rosette grass,Dichanthelium,meridionale
DIOL,Dichanthelium oligosanthes (Schult.) Gould,Heller's rosette grass,Dichanthelium,oligosanthes
DIOLS,Dichanthelium oligosanthes (Schult.) Gould var. scribnerianum (Nash) Gould,Scribner's rosette grass,Dichanthelium,oligosanthes
DIOV,Dichanthelium ovale (Elliott) Gould & C.A. Clark,eggleaf rosette grass,Dichanthelium,ovale
DIOVA,Dichanthelium ovale (Elliott) Gould & C.A. Clark var. addisonii (Nash) Gould & C.A. Clark,Addison's rosette grass,Dichanthelium,ovale
DISA5,Dichanthelium sabulorum (Lam.) Gould & C.A. Clark,hemlock rosette grass,Dichanthelium,sabulorum
DISC3,Dichanthelium scoparium (Lam.) Gould,velvet panicum,Dichanthelium,scoparium
DISP2,Dichanthelium sphaerocarpon (Elliott) Gould,roundseed panicgrass,Dichanthelium,sphaerocarpon
DISP4,Dichanthelium spretum (Schult.) Freckmann,Eaton's rosette grass,Dichanthelium,spretum
DIVI7,Dichanthelium villosissimum (Nash) Freckmann,whitehair rosette grass,Dichanthelium,villosissimum
DIXA,Dichanthelium xanthophysum (A. Gray) Freckmann,slender rosette grass,Dichanthelium,xanthophysum
DILO,Diervilla lonicera Mill.,northern bush honeysuckle,Diervilla,lonicera
DICO6,Digitaria cognata (Schult.) Pilg.,fall witchgrass,Digitaria,cognata
DIFI,Digitaria filiformis (L.) Koeler,slender crabgrass,Digitaria,filiformis
DITE2,Diodia teres Walter,poorjoe,Diodia,teres
DIVI4,Dioscorea villosa L.,wild yam,Dioscorea,villosa
DIPY,Diplazium pycnocarpon (Spreng.) Broun,glade fern,Diplazium,pycnocarpon
DIPA9,Dirca palustris L.,eastern leatherwood,Dirca,palustris
DOME,Dodecatheon meadia L.,pride of Ohio,Dodecatheon,meadia
DOUM2,Doellingeria umbellata (Mill.) Nees,parasol whitetop,Doellingeria,umbellata
DRAR,Draba arabisans Michx.,rock draba,Draba,arabisans
DRBR2,Draba breweri S. Watson,cushion draba,Draba,breweri
DRGL,Draba glabella Pursh,smooth draba,Draba,glabella
DRIN,Draba incana L.,twisted draba,Draba,incana
DRNE,Draba nemorosa L.,woodland draba,Draba,nemorosa
DRRE2,Draba reptans (Lam.) Fernald,Carolina draba,Draba,reptans
DRPA2,Dracocephalum parviflorum Nutt.,American dragonhead,Dracocephalum,parviflorum
DRBE4,Drosera ×belezeana E.G. Camus [intermedia × rotundifolia],sundew,Drosera,×belezeana
DRAN,Drosera anglica Huds.,English sundew,Drosera,anglica
DRIN3,Drosera intermedia Hayne,spoonleaf sundew,Drosera,intermedia
DRLI,Drosera linearis Goldie,slenderleaf sundew,Drosera,linearis
DRRO,Drosera rotundifolia L.,roundleaf sundew,Drosera,rotundifolia
DRBO2,Dryopteris ×boottii (Tuck.) Underw. (pro sp.) [cristata × intermedia],woodfern,Dryopteris,×boottii
DRCA3,Dryopteris campyloptera Clarkson,mountain woodfern,Dryopteris,campyloptera
DRCA11,Dryopteris carthusiana (Vill.) H.P. Fuchs,spinulose woodfern,Dryopteris,carthusiana
DRCE,"Dryopteris celsa (Wm. Palmer) Knowlt., Palmer & Pollard ex Small",log fern,Dryopteris,celsa
DRCL,Dryopteris clintoniana (D.C. Eaton) Dowell,Clinton's woodfern,Dryopteris,clintoniana
DRCR4,Dryopteris cristata (L.) A. Gray,crested woodfern,Dryopteris,cristata
DREX2,Dryopteris expansa (C. Presl) Fraser-Jenkins & Jermy,spreading woodfern,Dryopteris,expansa
DRFI2,Dryopteris filix-mas (L.) Schott,male fern,Dryopteris,filix-mas
DRGO3,Dryopteris goldieana (Hook. ex Goldie) A. Gray,Goldie's woodfern,Dryopteris,goldieana
DRIN5,Dryopteris intermedia (Muhl. ex Willd.) A. Gray,intermediate woodfern,Dryopteris,intermedia
DRMA4,Dryopteris marginalis (L.) A. Gray,marginal woodfern,Dryopteris,marginalis
DUAR3,Dulichium arundinaceum (L.) Britton,three-way sedge,Dulichium,arundinaceum
DYAM,Dysphania ambrosioides (L.) Mosyakin & Clemants,Mexican tea,Dysphania,ambrosioides
DYPA,Dyssodia papposa (Vent.) Hitchc.,fetid marigold,Dyssodia,papposa
ECPA,Echinacea pallida (Nutt.) Nutt.,pale purple coneflower,Echinacea,pallida
ECPU,Echinacea purpurea (L.) Moench,eastern purple coneflower,Echinacea,purpurea
ECMU2,Echinochloa muricata (P. Beauv.) Fernald,rough barnyardgrass,Echinochloa,muricata
ECWA,Echinochloa walteri (Pursh) A. Heller,coast cockspur grass,Echinochloa,walteri
ECLO,Echinocystis lobata (Michx.) Torr. & A. Gray,wild cucumber,Echinocystis,lobata
ECTE2,Echinodorus tenellus (Mart. ex Schult. f.) Buchenau,mudbabies,Echinodorus,tenellus
ECPR,Eclipta prostrata (L.) L.,false daisy,Eclipta,prostrata
ELMI,Elatine minima (Nutt.) Fisch. & C.A. Mey.,small waterwort,Elatine,minima
ELAC,Eleocharis acicularis (L.) Roem. & Schult.,needle spikerush,Eleocharis,acicularis
ELAT,Eleocharis atropurpurea (Retz.) J. Presl & C. Presl,purple spikerush,Eleocharis,atropurpurea
ELCO2,Eleocharis compressa Sull.,flatstem spikerush,Eleocharis,compressa
ELEL4,Eleocharis elliptica Kunth,elliptic spikerush,Eleocharis,elliptica
ELEN,Eleocharis engelmannii Steud.,Engelmann's spikerush,Eleocharis,engelmannii
ELEQ,Eleocharis equisetoides (Elliott) Torr.,jointed spikesedge,Eleocharis,equisetoides
ELER,Eleocharis erythropoda Steud.,bald spikerush,Eleocharis,erythropoda
ELGE,Eleocharis geniculata (L.) Roem. & Schult.,Canada spikesedge,Eleocharis,geniculata
ELIN,Eleocharis intermedia Schult.,matted spikerush,Eleocharis,intermedia
ELME,Eleocharis melanocarpa Torr.,blackfruit spikerush,Eleocharis,melanocarpa
ELMI2,Eleocharis microcarpa Torr.,smallfruit spikerush,Eleocharis,microcarpa
ELNI,Eleocharis nitida Fernald,quill spikerush,Eleocharis,nitida
ELOB2,Eleocharis obtusa (Willd.) Schult.,blunt spikerush,Eleocharis,obtusa
ELOL,Eleocharis olivacea Torr.,bright green spikerush,Eleocharis,olivacea
ELPA3,Eleocharis palustris (L.) Roem. & Schult.,common spikerush,Eleocharis,palustris
ELPA5,"Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer",dwarf spikerush,Eleocharis,parvula
ELQU,Eleocharis quadrangulata (Michx.) Roem. & Schult.,squarestem spikerush,Eleocharis,quadrangulata
ELQU2,Eleocharis quinqueflora (Hartmann) O. Schwarz,fewflower spikerush,Eleocharis,quinqueflora
ELRA,Eleocharis radicans (A. Dietr.) Kunth,rooted spikerush,Eleocharis,radicans
ELRO,Eleocharis robbinsii Oakes,Robbins' spikerush,Eleocharis,robbinsii
ELRO2,Eleocharis rostellata (Torr.) Torr.,beaked spikerush,Eleocharis,rostellata
ELTR5,Eleocharis tricostata Torr.,three-angle spikerush,Eleocharis,tricostata
ELNY,Ellisia nyctelea (L.) L.,Aunt Lucy,Ellisia,nyctelea
ELCA7,Elodea canadensis Michx.,Canadian waterweed,Elodea,canadensis
ELNU2,Elodea nuttallii (Planch.) H. St. John,western waterweed,Elodea,nuttallii
ELAL5,Elymus alaskanus (Scribn. & Merr.) Á. Löve,Alaskan wheatgrass,Elymus,alaskanus
ELCA4,Elymus canadensis L.,Canada wildrye,Elymus,canadensis
ELDI3,Elymus diversiglumis Scribn. & C.R. Ball,diverseglume wildrye,Elymus,diversiglumis
ELGL,Elymus glaucus Buckley,blue wildrye,Elymus,glaucus
ELHY,Elymus hystrix L.,eastern bottlebrush grass,Elymus,hystrix
ELLA3,Elymus lanceolatus (Scribn. & J.G. Sm.) Gould,thickspike wheatgrass,Elymus,lanceolatus
ELLAP,Elymus lanceolatus (Scribn. & J.G. Sm.) Gould ssp. psammophilus (J.M. Gillett & H. Senn) Á. Löve,Great Lakes wheatgrass,Elymus,lanceolatus
ELRI,Elymus riparius Wiegand,riverbank wildrye,Elymus,riparius
ELTR7,Elymus trachycaulus (Link) Gould ex Shinners,slender wheatgrass,Elymus,trachycaulus
ELVI,Elymus villosus Muhl. ex Willd.,hairy wildrye,Elymus,villosus
ELVI3,Elymus virginicus L.,Virginia wildrye,Elymus,virginicus
ELWI,Elymus wiegandii Fernald,Wiegand's wildrye,Elymus,wiegandii
EMEA,Empetrum eamesii Fernald & Wiegand,purple crowberry,Empetrum,eamesii
EMNI,Empetrum nigrum L.,black crowberry,Empetrum,nigrum
ENBI,Enemion biternatum Raf.,eastern false rue anemone,Enemion,biternatum
EPVI2,Epifagus virginiana (L.) W.P.C. Barton,beechdrops,Epifagus,virginiana
EPRE2,Epigaea repens L.,trailing arbutus,Epigaea,repens
EPWI,Epilobium ×wisconsinense Ugente [ciliatum × coloratum],willowherb,Epilobium,×wisconsinense
EPCI,Epilobium ciliatum Raf.,fringed willowherb,Epilobium,ciliatum
EPCO,Epilobium coloratum Biehler,purpleleaf willowherb,Epilobium,coloratum
EPLE2,Epilobium leptophyllum Raf.,bog willowherb,Epilobium,leptophyllum
EPPA,Epilobium palustre L.,marsh willowherb,Epilobium,palustre
EPST,Epilobium strictum Muhl. ex Spreng.,downy willowherb,Epilobium,strictum
EQFE,Equisetum ×ferrissii Clute (pro sp.) [hyemale × laevigatum],,Equisetum,×ferrissii
EQLI,Equisetum ×litorale Kühlewein ex Rupr. (pro sp.) [arvense × fluviatile],horsetail,Equisetum,×litorale
EQAR,Equisetum arvense L.,field horsetail,Equisetum,arvense
EQFL,Equisetum fluviatile L.,water horsetail,Equisetum,fluviatile
EQHY,Equisetum hyemale L.,scouringrush horsetail,Equisetum,hyemale
EQLA,Equisetum laevigatum A. Braun,smooth horsetail,Equisetum,laevigatum
EQPA,Equisetum palustre L.,marsh horsetail,Equisetum,palustre
EQPR,Equisetum pratense Ehrh.,meadow horsetail,Equisetum,pratense
EQSC,Equisetum scirpoides Michx.,dwarf scouringrush,Equisetum,scirpoides
EQSY,Equisetum sylvaticum L.,woodland horsetail,Equisetum,sylvaticum
EQTE,Equisetum telmateia Ehrh.,giant horsetail,Equisetum,telmateia
EQVA,Equisetum variegatum Schleich. ex F. Weber & D. Mohr,variegated scouringrush,Equisetum,variegatum
ERCA,Eragrostis capillaris (L.) Nees,lace grass,Eragrostis,capillaris
ERFR,Eragrostis frankii C.A. Mey. ex Steud.,sandbar lovegrass,Eragrostis,frankii
ERHY,"Eragrostis hypnoides (Lam.) Britton, Sterns & Poggenb.",teal lovegrass,Eragrostis,hypnoides
ERPE,Eragrostis pectinacea (Michx.) Nees ex Steud.,tufted lovegrass,Eragrostis,pectinacea
ERPEM,Eragrostis pectinacea (Michx.) Nees ex Steud. var. miserrima (Fourn.) J. Reeder,desert lovegrass,Eragrostis,pectinacea
ERSP,Eragrostis spectabilis (Pursh) Steud.,purple lovegrass,Eragrostis,spectabilis
ERTR3,Eragrostis trichodes (Nutt.) Alph. Wood,sand lovegrass,Eragrostis,trichodes
ERHI12,Erechtites hieraciifolius (L.) Raf. ex DC.,American burnweed,Erechtites,hieraciifolius
ERBU,Erigenia bulbosa (Michx.) Nutt.,harbinger of spring,Erigenia,bulbosa
ERAC2,Erigeron acris L.,bitter fleabane,Erigeron,acris
ERAN,Erigeron annuus (L.) Pers.,eastern daisy fleabane,Erigeron,annuus
ERFL,Erigeron flagellaris A. Gray,trailing fleabane,Erigeron,flagellaris
ERHY5,Erigeron hyssopifolius Michx.,hyssopleaf fleabane,Erigeron,hyssopifolius
ERPH,Erigeron philadelphicus L.,Philadelphia fleabane,Erigeron,philadelphicus
ERPU,Erigeron pulchellus Michx.,robin's plantain,Erigeron,pulchellus
ERST3,Erigeron strigosus Muhl. ex Willd.,prairie fleabane,Erigeron,strigosus
ERAQ2,Eriocaulon aquaticum (Hill) Druce,sevenangle pipewort,Eriocaulon,aquaticum
ERAN6,Eriophorum angustifolium Honck.,tall cottongrass,Eriophorum,angustifolium
ERGR8,Eriophorum gracile W.D.J. Koch,slender cottongrass,Eriophorum,gracile
ERTE12,Eriophorum tenellum Nutt.,fewnerved cottongrass,Eriophorum,tenellum
ERVA4,Eriophorum vaginatum L.,tussock cottongrass,Eriophorum,vaginatum
ERVI8,Eriophorum virginicum L.,tawny cottongrass,Eriophorum,virginicum
ERVI9,Eriophorum viridicarinatum (Engelm.) Fernald,thinleaf cottonsedge,Eriophorum,viridicarinatum
ERYU,Eryngium yuccifolium Michx.,button eryngo,Eryngium,yuccifolium
ERCA14,Erysimum capitatum (Douglas ex Hook.) Greene,sanddune wallflower,Erysimum,capitatum
ERIN7,Erysimum inconspicuum (S. Watson) MacMill.,shy wallflower,Erysimum,inconspicuum
ERAL9,Erythronium albidum Nutt.,white fawnlily,Erythronium,albidum
ERAM5,Erythronium americanum Ker Gawl.,dogtooth violet,Erythronium,americanum
ESCA2,Eschscholzia californica Cham.,California poppy,Eschscholzia,californica
EUAT5,Euonymus atropurpureus Jacq.,burningbush,Euonymus,atropurpureus
EUATA2,Euonymus atropurpureus Jacq. var. atropurpureus,eastern wahoo,Euonymus,atropurpureus
EUOB8,Euonymus obovatus Nutt.,running strawberry bush,Euonymus,obovatus
EUTR5,Eupatorium ×truncatum Muhl. ex Willd. (pro sp.) [perfoliatum × serotinum],thoroughwort,Eupatorium,×truncatum
EUAL3,Eupatorium altissimum L.,tall thoroughwort,Eupatorium,altissimum
EUPE3,Eupatorium perfoliatum L.,common boneset,Eupatorium,perfoliatum
EUSE2,Eupatorium serotinum Michx.,lateflowering thoroughwort,Eupatorium,serotinum
EUSE3,Eupatorium sessilifolium L.,upland boneset,Eupatorium,sessilifolium
EUCO8,Euphorbia commutata Engelm. ex A. Gray,tinted woodland spurge,Euphorbia,commutata
EUCO10,Euphorbia corollata L.,flowering spurge,Euphorbia,corollata
EUDE4,Euphorbia dentata Michx.,toothed spurge,Euphorbia,dentata
EUMA8,Euphorbia marginata Pursh,snow on the mountain,Euphorbia,marginata
EUSP,Euphorbia spathulata Lam.,warty spurge,Euphorbia,spathulata
EUHU2,Euphrasia hudsoniana Fernald & Wiegand,Hudson Bay eyebright,Euphrasia,hudsoniana
EUNE3,Euphrasia nemorosa (Pers.) Wallr.,common eyebright,Euphrasia,nemorosa
EUFU3,Eurybia furcata (Burgess) G.L. Nesom,forked aster,Eurybia,furcata
EUMA27,Eurybia macrophylla (L.) Cass.,bigleaf aster,Eurybia,macrophylla
EUSC5,Eurybia schreberi (Nees) Nees,Schreber's aster,Eurybia,schreberi
EUGR5,Euthamia graminifolia (L.) Nutt.,flat-top goldentop,Euthamia,graminifolia
EUGY,Euthamia gymnospermoides Greene,Texas goldentop,Euthamia,gymnospermoides
EUFI14,Eutrochium fistulosum (Barratt) E.E. Lamont,trumpetweed,Eutrochium,fistulosum
EUMA9,Eutrochium maculatum (L.) E.E. Lamont,spotted joe pye weed,Eutrochium,maculatum
EUPU21,Eutrochium purpureum (L.) E.E. Lamont,sweetscented joe pye weed,Eutrochium,purpureum
FAGR,Fagus grandifolia Ehrh.,American beech,Fagus,grandifolia
FEAL,Festuca altaica Trin.,Altai fescue,Festuca,altaica
FEOC,Festuca occidentalis Hook.,western fescue,Festuca,occidentalis
FERU2,Festuca rubra L.,red fescue,Festuca,rubra
FESA,Festuca saximontana Rydb.,Rocky Mountain fescue,Festuca,saximontana
FESU3,Festuca subverticillata (Pers.) Alexeev,nodding fescue,Festuca,subverticillata
FIRU2,Filipendula rubra (Hill) B.L. Rob.,queen of the prairie,Filipendula,rubra
FIAU2,Fimbristylis autumnalis (L.) Roem. & Schult.,slender fimbry,Fimbristylis,autumnalis
FIPU,Fimbristylis puberula (Michx.) Vahl,hairy fimbry,Fimbristylis,puberula
FLPR,Floerkea proserpinacoides Willd.,false mermaidweed,Floerkea,proserpinacoides
FRVE,Fragaria vesca L.,woodland strawberry,Fragaria,vesca
FRVI,Fragaria virginiana Duchesne,Virginia strawberry,Fragaria,virginiana
FRCA2,Frasera caroliniensis Walter,American columbo,Frasera,caroliniensis
FRAM2,Fraxinus americana L.,white ash,Fraxinus,americana
FRNI,Fraxinus nigra Marshall,black ash,Fraxinus,nigra
FRPE,Fraxinus pennsylvanica Marshall,green ash,Fraxinus,pennsylvanica
FRPR,Fraxinus profunda (Bush) Bush,pumpkin ash,Fraxinus,profunda
FRQU,Fraxinus quadrangulata Michx.,blue ash,Fraxinus,quadrangulata
FRGR3,Froelichia gracilis (Hook.) Moq.,slender snakecotton,Froelichia,gracilis
FUPU,Fuirena pumila (Torr.) Spreng.,dwarf umbrella-sedge,Fuirena,pumila
GAAR,Gaillardia aristata Pursh,blanketflower,Gaillardia,aristata
GAPU,Gaillardia pulchella Foug.,Indian blanket,Gaillardia,pulchella
GAPUP2,Gaillardia pulchella Foug. var. pulchella,,Gaillardia,pulchella
GASP5,Galearis spectabilis (L.) Raf.,showy orchid,Galearis,spectabilis
GAAP2,Galium aparine L.,stickywilly,Galium,aparine
GAAS2,Galium asprellum Michx.,rough bedstraw,Galium,asprellum
GABO2,Galium boreale L.,northern bedstraw,Galium,boreale
GABR6,Galium brevipes Fernald & Wiegand,limestone swamp bedstraw,Galium,brevipes
GACI2,Galium circaezans Michx.,licorice bedstraw,Galium,circaezans
GACO3,Galium concinnum Torr. & A. Gray,shining bedstraw,Galium,concinnum
GAKA,Galium kamtschaticum Steller ex Schult. & Schult. f.,boreal bedstraw,Galium,kamtschaticum
GALA2,Galium labradoricum (Wiegand) Wiegand,northern bog bedstraw,Galium,labradoricum
GALA3,Galium lanceolatum Torr.,lanceleaf wild licorice,Galium,lanceolatum
GAOB,Galium obtusum Bigelow,bluntleaf bedstraw,Galium,obtusum
GAPA3,Galium palustre L.,common marsh bedstraw,Galium,palustre
GAPI2,Galium pilosum Aiton,hairy bedstraw,Galium,pilosum
GATI,Galium tinctorium (L.) Scop.,stiff marsh bedstraw,Galium,tinctorium
GATR2,Galium trifidum L.,threepetal bedstraw,Galium,trifidum
GATR3,Galium triflorum Michx.,fragrant bedstraw,Galium,triflorum
GAPU3,Gamochaeta purpurea (L.) Cabrera,spoonleaf purple everlasting,Gamochaeta,purpurea
GAHI2,Gaultheria hispidula (L.) Muhl. ex Bigelow,creeping snowberry,Gaultheria,hispidula
GAPR2,Gaultheria procumbens L.,eastern teaberry,Gaultheria,procumbens
GABA,Gaylussacia baccata (Wangenh.) K. Koch,black huckleberry,Gaylussacia,baccata
GEPA4,Gentiana ×pallidocyanea J. Pringle [alba × andrewsii],gentian,Gentiana,×pallidocyanea
GEAL4,Gentiana alba Muhl. ex Nutt.,plain gentian,Gentiana,alba
GEAN,Gentiana andrewsii Griseb.,closed bottle gentian,Gentiana,andrewsii
GELI3,Gentiana linearis Froel.,narrowleaf gentian,Gentiana,linearis
GEPU5,Gentiana puberulenta J. Pringle,downy gentian,Gentiana,puberulenta
GERU,Gentiana rubricaulis Schwein.,closed gentian,Gentiana,rubricaulis
GESA,Gentiana saponaria L.,harvestbells,Gentiana,saponaria
GEQU2,Gentianella quinquefolia (L.) Small,agueweed,Gentianella,quinquefolia
GECR2,Gentianopsis crinita (Froel.) Ma,greater fringed gentian,Gentianopsis,crinita
GEVI6,Gentianopsis virgata (Raf.) Holub,lesser fringed gentian,Gentianopsis,virgata
GELI2,Geocaulon lividum (Richardson) Fernald,false toadflax,Geocaulon,lividum
GEBI2,Geranium bicknellii Britton,Bicknell's cranesbill,Geranium,bicknellii
GECA5,Geranium carolinianum L.,Carolina geranium,Geranium,carolinianum
GEMA,Geranium maculatum L.,spotted geranium,Geranium,maculatum
GERO,Geranium robertianum L.,Robert geranium,Geranium,robertianum
GEAL3,Geum aleppicum Jacq.,yellow avens,Geum,aleppicum
GECA7,Geum canadense Jacq.,white avens,Geum,canadense
GELA,Geum laciniatum Murray,rough avens,Geum,laciniatum
GEMA4,Geum macrophyllum Willd.,largeleaf avens,Geum,macrophyllum
GERI2,Geum rivale L.,purple avens,Geum,rivale
GETR,Geum triflorum Pursh,old man's whiskers,Geum,triflorum
GEVE,Geum vernum (Raf.) Torr. & A. Gray,spring avens,Geum,vernum
GEVI4,Geum virginianum L.,cream avens,Geum,virginianum
GIST5,Gillenia stipulata (Muhl. ex Willd.) Baill.,American ipecac,Gillenia,stipulata
GITR6,Gillenia trifoliata (L.) Moench,Bowman's root,Gillenia,trifoliata
GLCA2,Glandularia canadensis (L.) Nutt.,rose mock vervain,Glandularia,canadensis
GLTR,Gleditsia triacanthos L.,honeylocust,Gleditsia,triacanthos
GLAC,Glyceria acutiflora Torr.,creeping mannagrass,Glyceria,acutiflora
GLBO,Glyceria borealis (Nash) Batchelder,small floating mannagrass,Glyceria,borealis
GLCA,Glyceria canadensis (Michx.) Trin.,rattlesnake mannagrass,Glyceria,canadensis
GLGR,Glyceria grandis S. Watson,American mannagrass,Glyceria,grandis
GLSE3,Glyceria septentrionalis Hitchc.,floating mannagrass,Glyceria,septentrionalis
GLST,Glyceria striata (Lam.) Hitchc.,fowl mannagrass,Glyceria,striata
GOOB2,Goodyera oblongifolia Raf.,western rattlesnake plantain,Goodyera,oblongifolia
GOPU,Goodyera pubescens (Willd.) R. Br.,downy rattlesnake plantain,Goodyera,pubescens
GORE2,Goodyera repens (L.) R. Br.,lesser rattlesnake plantain,Goodyera,repens
GOTE,Goodyera tesselata Lodd.,checkered rattlesnake plantain,Goodyera,tesselata
GRAU,Gratiola aurea Pursh,golden hedgehyssop,Gratiola,aurea
GRNE,Gratiola neglecta Torr.,clammy hedgehyssop,Gratiola,neglecta
GRVI,Gratiola virginiana L.,roundfruit hedgehyssop,Gratiola,virginiana
GRPA8,Grindelia papposa G.L. Nesom & Suh,Spanish gold,Grindelia,papposa
GRSQ,Grindelia squarrosa (Pursh) Dunal,curlycup gumweed,Grindelia,squarrosa
